GeneID	Gene_name	Start	End	Strand	Expression	Gene_description	OperonID
Y75_p1809	yebS	1919094	1920377	+	14,09190031	inner membrane protein	174011
Y75_p1810	yebT	1920346	1922979	+	8,016704632	hypothetical protein	174011
Y75_p1812	yebV	1924616	1924852	+	13,41772152	hypothetical protein	174012
Y75_p1813	yebW	1924957	1925148	+	17,83333333	hypothetical protein	174012
Y75_p1815	yebY	1926201	1926542	-	33,60818713	hypothetical protein	174013
Y75_p1816	yebZ	1926555	1927427	-	29,94845361	inner membrane protein	174013
Y75_p1817	yobA	1927431	1927805	-	33,70933333	hypothetical protein	174013
Y75_p1819	yobB	1928276	1928932	+	14,07762557	hypothetical protein	174014
Y75_p1820	exoX	1928956	1929618	+	18,32126697	DNA exonuclease X	174014
Y75_p1823	yebF	1932870	1933238	-	11,19047619	hypothetical protein	174015
Y75_p1824	yebG	1933293	1933583	-	34,91065292	hypothetical protein	174015
Y75_p1826	eda	1934951	1935592	-	12,1635514	multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase, 2-keto-4-hydroxyglutarate aldolase, and oxaloacetate decarboxylase	174016
Y75_p1827	edd	1935629	1937440	-	2,774282561	6-phosphogluconate dehydratase	174016
Y75_p1832	yebA	1943149	1944471	-	22,68858655	peptidase	174017
Y75_p1833	znuA	1944487	1945419	-	13,60235799	zinc transporter subunit	174017
Y75_p1834	znuC	1945498	1946253	+	10,67724868	zinc transporter subunit	174018
Y75_p1835	znuB	1946250	1947035	+	14,16030534	zinc transporter subunit	174018
Y75_p1836	ruvB	1947182	1948192	-	15,10583581	ATP-dependent DNA helicase, component of RuvABC resolvasome	174019
Y75_p1837	ruvA	1948201	1948812	-	12,87581699	component of RuvABC resolvasome, regulatory subunit	174019
Y75_p1839	ruvC	1949691	1950212	-	81,15708812	component of RuvABC resolvasome, endonuclease	174020
Y75_p1840	yebC	1950247	1950987	-	34,80431849	hypothetical protein	174020
Y75_p1841	nudB	1951016	1951468	-	100,589404	dATP pyrophosphohydrolase	174020
Y75_p1843	yecD	1953668	1954234	+	8,948853616	hydrolase	174021
Y75_p1844	yecE	1954231	1955049	+	10,49450549	hypothetical protein	174021
Y75_p1845	yecN	1955102	1955497	+	33,27020202	inner membrane protein	174021
Y75_p1846	yecO	1955538	1956281	+	20,53225806	methyltransferase	174022
Y75_p1847	yecP	1956278	1957249	+	13,23251029	methyltransferase	174022
Y75_p1848	torZ	1957414	1959843	-	3,059670782	trimethylamine N-oxide reductase system III, catalytic subunit	174023
Y75_p1849	torY	1959868	1960968	-	1,579473206	TMAO reductase III (TorYZ), cytochrome c-type subunit	174023
Y75_p1850	cutC	1961356	1962102	-	60,61311914	copper homeostasis protein	174024
Y75_p1851	yecM	1962116	1962682	-	6,765432099	metal-binding enzyme	174024
Y75_p1854	flhE	1965416	1965808	-	27,1043257	flagellar protein	174025
Y75_p1855	flhA	1965808	1967886	-	16,43338143	flagellar export pore protein	174025
Y75_p1856	flhB	1967879	1969027	-	33,33420366	flagellar export pore protein	174025
Y75_p1857	cheZ	1969229	1969873	-	2,390697674	chemotaxis regulator	174026
Y75_p1858	cheY	1969884	1970273	-	1,538461538	chemotaxis regulator transmitting signal to flagellar motor component	174026
Y75_p1859	cheB	1970288	1971337	-	1,28952381	fused chemotaxis regulator and protein-glutamate methylesterase in two-component regulatory system with CheA	174026
Y75_p1860	cheR	1971340	1972200	-	2,114982578	chemotaxis regulator	174026
Y75_p1861	tap	1972219	1973820	-	1,847066167	methyl-accepting protein IV	174026
Y75_p1862	tar	1973866	1975527	-	1,985559567	methyl-accepting chemotaxis protein II	174026
Y75_p1863	cheW	1975672	1976175	-	3,283730159	purine-binding chemotaxis protein	174027
Y75_p1864	cheA	1976196	1978160	-	3,280916031	fused chemotactic sensory histidine kinase (soluble) in two-component regulatory system with CheB and CheY	174027
Y75_p1865	motB	1978165	1979091	-	4,034519957	protein that enables flagellar motor rotation	174027
Y75_p1866	motA	1979088	1979975	-	4,252252252	proton conductor component of flagella motor	174027
Y75_p1867	flhC	1980102	1980680	-	6,043177893	DNA-binding transcriptional regulator	174028
Y75_p1868	flhD	1980683	1981042	-	6,407407407	DNA-binding transcriptional dual regulator	174028
Y75_p1871	otsA	1983447	1984871	-	5,609122807	trehalose-6-phosphate synthase	174029
Y75_p1872	otsB	1984846	1985646	-	4,564294632	trehalose-6-phosphate phosphatase, biosynthetic	174029
Y75_p1873	araH	1985813	1986802	-	2,688956434	L-arabinose ABC transporter membrane protein	174030
Y75_p1874	araG	1986814	1988328	-	3,912211221	L-arabinose ABC transporter subunits ATP-binding protein	174030
Y75_p1875	araF	1988398	1989387	-	1,538383838	L-arabinose transporter subunit	174030
Y75_p1883	pgsA	1995528	1996076	-	70,40619308	phosphatidylglycerophosphate synthetase	174031
Y75_p1884	uvrC	1996133	1997965	-	37,54828151	excinuclease UvrABC, endonuclease subunit	174031
Y75_p1885	uvrY	1997962	1998618	-	55,62861492	DNA-binding response regulator in two-component regulatory system with BarA	174031
Y75_p1888	yecC	2000321	2001073	-	13,10756972	transporter subunit	174032
Y75_p1889	yecS	2001070	2001738	-	6,710014948	transporter subunit	174032
Y75_p1890	yedO	2001753	2002739	-	6,69402229	D-cysteine desulfhydrase, PLP-dependent	174032
Y75_p1892	fliZ	2003732	2004283	-	56,82427536	regulator of FliA activity	174033
Y75_p1893	fliA	2004329	2005048	-	61,61388889	RNA polymerase, sigma 28 (sigma F) factor	174033
Y75_p1895	fliD	2007131	2008537	+	7,765458422	flagellar filament capping protein	174034
Y75_p1896	fliS	2008562	2008972	+	7,654501217	flagellar protein potentiates polymerization	174034
Y75_p1897	fliT	2008972	2009337	+	14,35245902	chaperone	174034
Y75_p1898	amyA	2009415	2010902	+	10,87768817	cytoplasmic alpha-amylase	174034
Y75_p1900	yedE	2011536	2012741	+	5,511608624	inner membrane protein	174035
Y75_p1901	yedF	2012738	2012971	+	3,542735043	hypothetical protein	174035
Y75_p1908	fliF	2016488	2018146	+	52,15551537	flagellar basal-body MS-ring and collar protein	174036
Y75_p1909	fliG	2018139	2019134	+	59,67269076	flagellar motor switching and energizing component	174036
Y75_p1910	fliH	2019127	2019813	+	48,03347889	flagellar biosynthesis protein	174036
Y75_p1911	fliI	2019813	2021186	+	38,27147016	flagellum-specific ATP synthase	174036
Y75_p1912	fliJ	2021205	2021648	+	28,40315315	flagellar protein	174036
Y75_p1913	fliK	2021645	2022772	+	25,04787234	flagellar hook-length control protein	174036
Y75_p1914	fliL	2022877	2023341	+	104,3827957	flagellar biosynthesis protein	174037
Y75_p1915	fliM	2023346	2024350	+	69,40597015	flagellar motor switching and energizing component	174037
Y75_p1916	fliN	2024347	2024760	+	74,54347826	flagellar motor switching and energizing component	174037
Y75_p1917	fliO	2024763	2025128	+	86,45628415	flagellar biosynthesis protein	174037
Y75_p1918	fliP	2025128	2025865	+	41,54065041	flagellar biosynthesis protein	174037
Y75_p1919	fliQ	2025875	2026144	+	35,92592593	flagellar biosynthesis protein	174037
Y75_p1920	fliR	2026152	2026937	+	25,23409669	flagellar export pore protein	174037
Y75_p1926	yodC	2031447	2031629	-	14,91803279	hypothetical protein	174038
Y75_p1927	yedI	2031708	2032625	-	6,490196078	inner membrane protein	174038
Y75_p1929	vsr	2033707	2034177	-	19,52229299	DNA mismatch endonuclease of very short patch repair	174039
Y75_p1930	dcm	2034158	2035576	-	15,65116279	DNA cytosine methylase	174039
Y75_p1931	yedJ	2035643	2036338	-	19,97988506	phosphohydrolase	174039
Y75_p1932	yedR	2036378	2036743	-	9,806010929	inner membrane protein	174039
Y75_p1935	yedV	2040053	2041411	-	9,383370125	sensory kinase in two-component regulatory system with YedW	174040
Y75_p1936	yedW	2041411	2042082	-	22,89880952	DNA-binding response regulator in two-component system withYedV	174040
Y75_p1938	yedY	2042737	2043741	+	4,985074627	reductase	174041
Y75_p1939	yedZ	2043742	2044377	+	3,616352201	inner membrane protein	174041
Y75_p1945	shiA	2056902	2058218	+	14,7896735	shikimate transporter	174042
Y75_p1946	amn	2058320	2059774	+	12,50652921	AMP nucleosidase	174042
Y75_p1952	cobT	2066647	2067726	-	7,318518519	nicotinate-nucleotide dimethylbenzimidazole-P phophoribosyl transferase	174043
Y75_p1953	cobS	2067738	2068481	-	5,38172043	cobalamin 5'-phosphate synthase	174043
Y75_p1954	cobU	2068478	2069023	-	9,602564103	bifunctional cobinamide kinase/cobinamide phosphate guanylyltransferase	174043
Y75_p1962	yeeR	2078038	2079570	+	2,319634703	membrane protein	174045
Y75_p1963	yeeS	2079567	2080013	+	3,203579418	DNA repair protein	174045
Y75_p1964	yeeT	2080076	2080297	+	1,662162162	hypothetical protein	174045
Y75_p1965	yeeU	2080371	2080739	+	1,62601626	antitoxin of the YeeV-YeeU toxin-antitoxin system	174045
Y75_p1966	yeeV	2080828	2081202	+	5,32	toxin of the YeeV-YeeU toxin-antitoxin system	174046
Y75_p1967	yeeW	2081199	2081393	+	15,48809524	hypothetical protein	174046
Y75_p1974	yeeD	2087485	2087712	-	24,53947368	hypothetical protein	174047
Y75_p1975	yeeE	2087726	2088784	-	3,753541076	inner membrane protein	174047
Y75_p1977	yeeY	2090588	2091517	-	23,97526882	DNA-binding transcriptional regulator	174048
Y75_p1978	yeeZ	2091563	2092387	-	31,88606061	epimerase, with NAD(P)-binding Rossmann-fold domain	174048
Y75_p1979	yoeB	2092470	2092724	-	21,10588235	toxin of the YoeB-YefM toxin-antitoxin system	174049
Y75_p1980	yefM	2092721	2092972	-	27,95238095	antitoxin of the YoeB-YefM toxin-antitoxin system	174049
Y75_p1982	hisG	2093451	2094350	+	10,07444444	ATP phosphoribosyltransferase	174050
Y75_p1983	hisD	2094356	2095660	+	7,154789272	bifunctional histidinal dehydrogenase/histidinol dehydrogenase	174050
Y75_p1984	hisC	2095657	2096727	+	6,262371615	histidinol-phosphate aminotransferase	174050
Y75_p1985	hisB	2096727	2097794	+	7,990636704	fused histidinol-phosphatase and imidazoleglycerol-phosphate dehydratase	174050
Y75_p1986	hisH	2097794	2098384	+	5,769881557	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit	174050
Y75_p1987	hisA	2098384	2099121	+	7,773712737	N-(5'-phospho-L-ribosyl-formimino)-5-amino-1- (5'-phosphoribosyl)-4-imidazolecarboxamide isomerase	174050
Y75_p1988	hisF	2099103	2099879	+	8,207207207	imidazole glycerol phosphate synthase, catalytic subunit with HisF	174050
Y75_p1989	hisI	2099873	2100484	+	26,08333333	fused phosphoribosyl-AMP cyclohydrolase and phosphoribosyl-ATP pyrophosphatase	174050
Y75_p1995	wbbK	2106650	2107768	-	37,26005362	lipopolysaccharide biosynthesis protein	174051
Y75_p1996	wbbJ	2107753	2108343	-	41,21996616	acyl transferase	174051
Y75_p1997	wbbI	2108324	2109316	-	38,30110775	hypothetical protein	174051
Y75_p1998	wbbH	2109319	2110485	-	47,96743787	O-antigen polymerase	174051
Y75_p1999	glf	2110485	2111588	-	45,29438406	UDP-galactopyranose mutase	174051
Y75_p2000	rfbX	2111596	2112843	-	47,0224359	polisoprenol-linked O-antigen transporter	174051
Y75_p2001	rfbC	2112840	2113397	-	53,97670251	dTDP-4-deoxyrhamnose-3,5-epimerase	174051
Y75_p2002	rfbA	2113397	2114278	-	56,08049887	glucose-1-phosphate thymidylyltransferase	174051
Y75_p2003	rfbD	2114336	2115235	-	39,65666667	dTDP-4-dehydrorhamnose reductase subunit , of dTDP-L-rhamnose synthase	174051
Y75_p2004	rfbB	2115235	2116320	-	54,72651934	dTDP-glucose 4,6 dehydratase	174051
Y75_p2006	wcaM	2117761	2119155	-	2,642293907	colanic acid biosynthesis protein	174052
Y75_p2007	wcaL	2119166	2120386	-	0,756756757	glycosyl transferase	174052
Y75_p2008	wcaK	2120383	2121663	-	0,654176425	pyruvyl transferase	174052
Y75_p2009	wzxC	2121939	2123417	-	0,650439486	colanic acid exporter	174053
Y75_p2010	wcaJ	2123419	2124813	-	0,643010753	UDP-glucose lipid carrier transferase	174053
Y75_p2011	cpsG	2124868	2126238	-	0,962800875	phosphomannomutase	174053
Y75_p2012	cpsB	2126343	2127779	-	0,567153793	mannose-1-phosphate guanyltransferase	174053
Y75_p2013	wcaI	2127782	2129005	-	0,735294118	glycosyl transferase	174053
Y75_p2014	nudD	2129002	2129481	-	1,777083333	GDP-mannose mannosyl hydrolase	174053
Y75_p2015	fcl	2129484	2130449	-	1,01552795	bifunctional GDP-fucose synthetase: GDP-4-dehydro-6-deoxy-D-mannose epimerase/GDP-4-dehydro-6-L-deoxygalactose reductase	174053
Y75_p2016	gmd	2130452	2131573	-	1,276292335	GDP-D-mannose dehydratase	174053
Y75_p2017	wcaF	2131599	2132147	-	0,983606557	acyl transferase	174053
Y75_p2018	wcaE	2132163	2132909	-	0,455153949	glycosyl transferase	174053
Y75_p2019	wcaD	2132920	2134137	-	0,467980296	colanic acid polymerase	174054
Y75_p2020	wcaC	2134112	2135329	-	0,517241379	glycosyl transferase	174054
Y75_p2021	wcaB	2135326	2135814	-	0,685071575	acyl transferase	174054
Y75_p2022	wcaA	2135817	2136656	-	0,920238095	glycosyl transferase	174054
Y75_p2023	wzc	2136749	2138911	-	0,920480814	protein-tyrosine kinase	174055
Y75_p2024	wzb	2138914	2139357	-	0,533783784	protein-tyrosine phosphatase	174055
Y75_p2025	wza	2139363	2140502	-	0,587719298	lipoprotein required for capsular polysaccharide translocation through the outer membrane	174055
Y75_p2027	asmA	2143018	2144871	-	32,28586839	assembly protein	174056
Y75_p2028	dcd	2144893	2145474	-	47,75601375	2'-deoxycytidine 5'-triphosphate deaminase	174056
Y75_p2035	yegK	2154970	2155731	-	1,644356955	hypothetical protein	174057
Y75_p2036	yegL	2155728	2156387	-	0,801515152	hypothetical protein	174057
Y75_p2037	mdtA	2157275	2158522	+	3,3125	multidrug efflux system, subunit A	174058
Y75_p2038	mdtB	2158522	2161644	+	2,112071726	multidrug efflux system, subunit B	174058
Y75_p2039	mdtC	2161645	2164722	+	2,293047433	multidrug efflux system, subunit C	174058
Y75_p2040	mdtD	2164723	2166138	+	2,122881356	multidrug efflux system protein	174058
Y75_p2041	baeS	2166135	2167538	+	2,663105413	sensory histidine kinase in two-component regulatory system with BaeR	174058
Y75_p2042	baeR	2167535	2168257	+	15,71092669	DNA-binding response regulator in two-component regulatory system with BaeS	174058
Y75_p2053	gatC	2176180	2177535	-	51,31268437	PTS system galactitol-specific transporter subunit IIC	174060
Y75_p2054	gatB	2177539	2177823	-	101,9298246	PTS system galactitol-specific transporter subunit IIB	174060
Y75_p2057	gatZ	2179515	2180777	-	67,01346002	D-tagatose 1,6-bisphosphate aldolase 2, subunit	174061
Y75_p2058	gatY	2180806	2181660	-	48,22690058	D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit	174061
Y75_p2060	yegT	2183277	2184554	+	0,993740219	nucleoside transporter	174062
Y75_p2061	yegU	2184551	2185555	+	2,027860697	hydrolase	174062
Y75_p2062	yegV	2185552	2186517	+	7,300207039	kinase	174062
Y75_p2063	yegW	2186491	2187237	-	13,12182062	DNA-binding transcriptional regulator	174063
Y75_p2064	yegX	2187289	2188107	-	3,534798535	hydrolase	174063
Y75_p2065	thiD	2188172	2188972	-	3,792759051	bifunctional hydroxy-methylpyrimidine kinase/hydroxy-phosphomethylpyrimidine kinase	174063
Y75_p2066	thiM	2188969	2189757	-	6,878326996	hydoxyethylthiazole kinase	174063
Y75_p2070	yehA	2191836	2192870	-	2,083091787	fimbrial-like adhesin protein	174064
Y75_p2071	yehB	2192886	2195366	-	0,681176945	outer membrane protein	174064
Y75_p2072	yehC	2195382	2196101	-	0,216666667	periplasmic pilin chaperone	174064
Y75_p2073	yehD	2196136	2196678	-	0,289134438	fimbrial-like adhesin protein	174064
Y75_p2078	yehI	2204735	2208367	+	1,604734379	hypothetical protein	174065
Y75_p2079	yehK	2208428	2208745	+	0,889937107	hypothetical protein	174065
Y75_p2080	yehL	2209052	2210140	+	0,86134068	transporter subunit	174066
Y75_p2081	yehM	2210151	2212430	+	0,771929825	hypothetical protein	174066
Y75_p2082	yehP	2212423	2213559	+	0,568161829	hypothetical protein	174066
Y75_p2083	yehQ	2213556	2215400	+	1,972013993	hypothetical protein	174066
Y75_p2085	yehS	2216182	2216652	-	29,35031847	hypothetical protein	174067
Y75_p2086	yehT	2216699	2217418	-	10,67916667	response regulator in two-component system withYehU	174067
Y75_p2087	yehU	2217415	2219100	-	5,931198102	sensory kinase in two-component system with YehT	174067
Y75_p2090	yehW	2220201	2220932	-	40,2636612	transporter subunit	174068
Y75_p2091	yehX	2220937	2221863	-	1,734627832	transporter subunit	174068
Y75_p2092	yehY	2221856	2223013	-	1,350604491	transporter subunit	174068
Y75_p2093	yehZ	2223020	2223937	-	4,266884532	transporter subunit	174068
Y75_p2099	yohF	2230965	2231726	-	5,566929134	oxidoreductase with NAD(P)-binding Rossmann-fold domain	174069
Y75_p2100	yohG	2231779	2232867	-	0,675487465	outer membrane protein	174069
Y75_p2103	yohJ	2235080	2235478	+	29,97243108	inner membrane protein	174070
Y75_p2104	yohK	2235475	2236170	+	2,629310345	inner membrane protein	174070
Y75_p2106	sanA	2237334	2238053	+	29,38888889	hypothetical protein	174071
Y75_p2107	yeiS	2238056	2238295	+	16,44166667	inner membrane protein	174071
Y75_p2108	yeiT	2238489	2239727	+	2,394673123	oxidoreductase	174072
Y75_p2109	yeiA	2239721	2240956	+	1,322815534	oxidoreductase	174072
Y75_p2110	mglC	2241199	2242209	-	1,177052423	methyl-galactoside transporter subunit	174073
Y75_p2111	mglA	2242225	2243745	-	4,99408284	methyl-galactoside ABC transporter ATP-binding protein	174073
Y75_p2112	mglB	2243806	2244804	-	6,116116116	methyl-galactoside transporter subunit	174073
Y75_p2114	yeiB	2246266	2247423	-	34,62780656	inner membrane protein	174074
Y75_p2115	folE	2247440	2248108	-	26,71150972	GTP cyclohydrolase I	174074
Y75_p2120	yeiH	2254173	2255222	+	5,104761905	inner membrane protein	174075
Y75_p2121	nfo	2255296	2256153	+	8,674825175	endonuclease IV with intrinsic 3'-5' exonuclease activity	174075
Y75_p2122	yeiI	2256156	2257244	+	7,622589532	kinase	174075
Y75_p2126	yeiM	2260541	2261791	-	2,095123901	nucleoside transporter	174076
Y75_p2127	yeiN	2261885	2262823	-	0,415335463	hypothetical protein	174076
Y75_p2128	yeiC	2262811	2263752	-	0,255838641	kinase	174076
Y75_p2129	fruA	2264175	2265866	-	5,20212766	fused fructose-specific PTS enzyme IIB'BC components	174077
Y75_p2130	fruK	2265883	2266821	-	2,071352503	fructose-1-phosphate kinase	174077
Y75_p2131	fruB	2266821	2267951	-	4,664014147	fused fructose-specific PTS enzyme IIA component and HPr component	174077
Y75_p2136	yeiR	2272285	2273271	+	9,396149949	hypothetical protein	174078
Y75_p2137	yeiU	2273310	2274023	+	16,62184874	undecaprenyl pyrophosphate phosphatase	174078
Y75_p2139	rtn	2275182	2276738	+	19,95632627	hypothetical protein	174079
Y75_p2140	yejA	2276820	2278634	+	13,11460055	oligopeptide transporter subunit	174079
Y75_p2141	yejB	2278635	2279729	+	11,2630137	oligopeptide transporter subunit	174079
Y75_p2142	yejE	2279729	2280754	+	10,88304094	oligopeptide transporter subunit	174079
Y75_p2143	yejF	2280756	2282345	+	62,7591195	oligopeptide ABC transporter ATP-binding protein	174079
Y75_p2145	bcr	2283026	2284216	-	41,56003359	bicyclomycin/multidrug efflux system	174080
Y75_p2146	rsuA	2284244	2284939	-	85,3433908	16S rRNA pseudouridylate 516 synthase	174080
Y75_p2150	yejL	2288585	2288812	+	66,05263158	hypothetical protein	174081
Y75_p2151	yejM	2288832	2290592	+	65,29131175	hydrolase, inner membrane	174081
Y75_p2155	ccmH	2295814	2296866	-	10,0968661	heme lyase, CcmH subunit	174082
Y75_p2156	ccmG	2296863	2297420	-	5,811827957	periplasmic thioredoxin of cytochrome c-type biogenesis	174082
Y75_p2157	ccmF	2297417	2299360	-	3,995884774	heme lyase, CcmF subunit	174082
Y75_p2158	ccmE	2299357	2299836	-	3,770833333	periplasmic heme chaperone	174082
Y75_p2159	ccmD	2299833	2300042	-	4,333333333	cytochrome c biogenesis protein	174082
Y75_p2160	ccmC	2300039	2300776	-	5,211382114	heme exporter subunit	174082
Y75_p2161	ccmB	2300818	2301480	-	4,104072398	heme exporter subunit	174082
Y75_p2162	ccmA	2301477	2302100	-	8,708333333	heme exporter subunit	174082
Y75_p2163	napC	2302113	2302715	-	3,676616915	nitrate reductase, cytochrome c-type,periplasmic	174082
Y75_p2164	napB	2302725	2303174	-	2,402222222	nitrate reductase, small, cytochrome C550 subunit, periplasmic	174082
